type,sex, age, ecactivity, worktype, commutetime, town,x,y
29577,F,19,at home,undef,not commuting,586161,-566350,-1.19516e+06
29578,F,72,retired,undef,not commuting,586161,-566350,-1.19516e+06
29579,F,39,working,tradeandmoto,not commuting,586161,-564954,-1.19421e+06
29580,F,19,working,tradeandmoto,not commuting,586161,-564954,-1.19421e+06
29581,F,15,working,construction,15 to 30 min,586161,-564954,-1.19421e+06
29582,F,19,working,industry,30 to 45 mins,586161,-565648,-1.1951e+06
29583,F,17,student,undef,not commuting,586161,-565648,-1.1951e+06
29584,F,60,retired,undef,not commuting,586161,-565648,-1.1951e+06
29585,M,62,retired,undef,not commuting,586161,-565648,-1.1951e+06
29586,M,59,at home,undef,not commuting,586161,-565054,-1.19472e+06
29587,M,23,at home,undef,not commuting,586161,-565054,-1.19472e+06
29588,F,61,retired,undef,not commuting,586161,-565054,-1.19472e+06
29589,M,49,working,transportation,not commuting,586161,-566746,-1.19489e+06
29590,F,53,working,industry,not commuting,586161,-565810,-1.19505e+06
29591,M,54,at home,undef,not commuting,586161,-565810,-1.19505e+06
29592,F,4,at home,undef,not commuting,586161,-567330,-1.1942e+06
29593,F,33,working,industry,less than 15min,586161,-567330,-1.1942e+06
29594,F,56,at home,undef,not commuting,586161,-566298,-1.1953e+06
29595,M,58,working,construction,not commuting,586161,-566298,-1.1953e+06
29596,F,23,at home,undef,not commuting,586161,-565881,-1.19511e+06
29597,F,26,working,industry,not commuting,586161,-565881,-1.19511e+06
29598,M,53,at home,undef,not commuting,586161,-565881,-1.19511e+06
29599,M,57,working,construction,not commuting,586161,-566143,-1.1953e+06
29600,F,80,retired,undef,not commuting,586161,-566143,-1.1953e+06
29601,M,50,working,tradeandmoto,less than 15min,586161,-565836,-1.19548e+06
29602,M,26,working,transportation,not commuting,586161,-565836,-1.19548e+06
29603,F,47,working,adminetc,not commuting,586161,-565836,-1.19548e+06
29604,M,41,working,health,less than 15min,586161,-567003,-1.1951e+06
29605,F,56,at home,undef,not commuting,586161,-565481,-1.196e+06
29606,M,38,at home,undef,not commuting,586161,-566272,-1.19526e+06
29607,F,36,at home,undef,not commuting,586161,-566272,-1.19526e+06
29608,M,9,student,undef,not commuting,586161,-566272,-1.19526e+06
29609,F,13,student,undef,not commuting,586161,-566272,-1.19526e+06
29610,M,58,working,health,not commuting,586161,-566269,-1.19504e+06
29611,F,50,working,it,not commuting,586161,-566269,-1.19504e+06
29612,M,24,working,industry,not commuting,586161,-566269,-1.19504e+06
29613,M,19,working,construction,not commuting,586161,-566013,-1.19508e+06
29614,F,39,at home,undef,not commuting,586161,-566013,-1.19508e+06
29615,M,40,working,education,not commuting,586161,-566013,-1.19508e+06
29616,F,12,student,undef,not commuting,586161,-566013,-1.19508e+06
29617,M,0,at home,undef,not commuting,586161,-565107,-1.19476e+06
29618,F,27,working,industry,not commuting,586161,-565107,-1.19476e+06
29619,M,31,working,industry,not commuting,586161,-565107,-1.19476e+06
29620,F,64,retired,undef,not commuting,586161,-565129,-1.19482e+06
29621,M,77,retired,undef,not commuting,586161,-566272,-1.19526e+06
29622,F,73,retired,undef,not commuting,586161,-566272,-1.19526e+06
29623,M,57,at home,undef,not commuting,586161,-565796,-1.1954e+06
29624,M,60,retired,undef,not commuting,586161,-565796,-1.1954e+06
29625,F,14,student,undef,not commuting,586161,-566162,-1.19511e+06
29626,M,41,working,construction,not commuting,586161,-566162,-1.19511e+06
29627,F,37,at home,undef,not commuting,586161,-566162,-1.19511e+06
29628,F,18,student,undef,not commuting,586161,-566162,-1.19511e+06
29629,F,84,retired,undef,not commuting,586161,-565790,-1.19557e+06
29630,F,38,working,industry,30 to 45 mins,586161,-564694,-1.19462e+06
29631,M,40,at home,undef,not commuting,586161,-564694,-1.19462e+06
29632,F,17,student,undef,not commuting,586161,-564694,-1.19462e+06
29633,F,90,retired,undef,not commuting,586161,-565852,-1.19514e+06
29634,M,67,retired,undef,not commuting,586161,-564997,-1.19457e+06
29635,F,66,retired,undef,not commuting,586161,-564997,-1.19457e+06
29636,F,67,retired,undef,not commuting,586161,-565249,-1.19467e+06
29637,F,77,retired,undef,not commuting,586161,-566327,-1.19508e+06
29638,F,68,retired,undef,not commuting,586161,-565080,-1.19442e+06
29639,M,69,retired,undef,not commuting,586161,-565080,-1.19442e+06
29640,F,26,working,agriculture,not commuting,586161,-565481,-1.196e+06
29641,F,0,at home,undef,not commuting,586161,-565481,-1.196e+06
29642,M,30,at home,undef,not commuting,586161,-565481,-1.196e+06
29643,F,38,working,adminetc,not commuting,586161,-566431,-1.19518e+06
29644,M,17,student,undef,less than 15min,586161,-565973,-1.19524e+06
29645,F,69,retired,undef,not commuting,586161,-564788,-1.19461e+06
29646,M,70,retired,undef,not commuting,586161,-564788,-1.19461e+06
29647,M,60,working,construction,not commuting,586161,-564969,-1.19469e+06
29648,F,63,retired,undef,not commuting,586161,-564969,-1.19469e+06
29649,M,42,at home,undef,not commuting,586161,-564969,-1.19469e+06
29650,M,4,at home,undef,not commuting,586161,-566504,-1.19533e+06
29651,F,55,working,industry,not commuting,586161,-566504,-1.19533e+06
29652,F,0,at home,undef,not commuting,586161,-566504,-1.19533e+06
29653,M,35,working,health,45 to 60 mins,586161,-566504,-1.19533e+06
29654,M,54,at home,undef,not commuting,586161,-566504,-1.19533e+06
29655,F,26,at home,undef,not commuting,586161,-566504,-1.19533e+06
29656,M,7,student,undef,not commuting,586161,-564803,-1.1959e+06
29657,F,34,at home,undef,not commuting,586161,-564803,-1.1959e+06
29658,F,4,at home,undef,not commuting,586161,-564803,-1.1959e+06
29659,M,32,working,agriculture,30 to 45 mins,586161,-564803,-1.1959e+06
29660,F,50,at home,undef,not commuting,586161,-566780,-1.19534e+06
29661,M,50,at home,undef,not commuting,586161,-566780,-1.19534e+06
29662,F,25,working,construction,not commuting,586161,-566780,-1.19534e+06
29663,F,66,retired,undef,not commuting,586161,-566134,-1.19518e+06
29664,M,68,retired,undef,not commuting,586161,-566134,-1.19518e+06
29665,M,59,working,adminetc,not commuting,586161,-565720,-1.19556e+06
29666,F,59,at home,undef,not commuting,586161,-565720,-1.19556e+06
29667,F,68,retired,undef,not commuting,586161,-565502,-1.19514e+06
29668,M,70,retired,undef,not commuting,586161,-565502,-1.19514e+06
29669,F,52,at home,undef,not commuting,586161,-565630,-1.19556e+06
29670,F,73,retired,undef,not commuting,586161,-565726,-1.19504e+06
29671,F,27,working,adminetc,not commuting,586161,-566986,-1.19507e+06
29672,F,5,at home,undef,not commuting,586161,-566986,-1.19507e+06
29673,F,2,at home,undef,not commuting,586161,-566986,-1.19507e+06
29674,M,28,working,tradeandmoto,not commuting,586161,-566986,-1.19507e+06
29675,F,24,at home,undef,not commuting,586161,-564992,-1.19456e+06
29676,M,60,retired,undef,not commuting,586161,-564992,-1.19456e+06
29677,M,49,at home,undef,not commuting,586161,-566678,-1.19526e+06
29678,F,48,working,industry,not commuting,586161,-566678,-1.19526e+06
29679,M,22,at home,undef,not commuting,586161,-566678,-1.19526e+06
29680,F,18,student,undef,not commuting,586161,-566678,-1.19526e+06
29681,F,78,retired,undef,not commuting,586161,-566431,-1.19518e+06
29682,M,83,retired,undef,not commuting,586161,-566431,-1.19518e+06
29683,F,50,working,tradeandmoto,not commuting,586161,-566547,-1.19504e+06
29684,M,57,at home,undef,not commuting,586161,-566547,-1.19504e+06
29685,M,27,working,construction,not commuting,586161,-566547,-1.19504e+06
29686,F,21,at home,undef,not commuting,586161,-566547,-1.19504e+06
29687,M,53,working,construction,15 to 30 min,586161,-567535,-1.19439e+06
29688,M,33,at home,undef,not commuting,586161,-567535,-1.19439e+06
29689,F,50,working,tradeandmoto,15 to 30 min,586161,-567535,-1.19439e+06
29690,F,76,retired,undef,not commuting,586161,-565504,-1.19485e+06
29691,M,20,at home,undef,not commuting,586161,-565504,-1.19485e+06
29692,M,44,working,construction,not commuting,586161,-565484,-1.1957e+06
29693,F,90,retired,undef,not commuting,586161,-565545,-1.19578e+06
29694,M,999,retired,undef,not commuting,586161,-565908,-1.19523e+06
29695,F,79,retired,undef,not commuting,586161,-566066,-1.19512e+06
29696,F,54,at home,undef,not commuting,586161,-566066,-1.19512e+06
29697,M,13,student,undef,not commuting,586161,-566740,-1.19496e+06
29698,M,39,at home,undef,not commuting,586161,-566740,-1.19496e+06
29699,F,33,at home,undef,not commuting,586161,-566740,-1.19496e+06
29700,M,8,student,undef,not commuting,586161,-566740,-1.19496e+06
29701,M,56,at home,undef,not commuting,586161,-566134,-1.19518e+06
29702,F,23,at home,undef,not commuting,586161,-566134,-1.19518e+06
29703,F,54,working,construction,not commuting,586161,-566134,-1.19518e+06
29704,F,76,retired,undef,not commuting,586161,-564702,-1.19457e+06
29705,M,71,retired,undef,not commuting,586161,-566358,-1.19504e+06
29706,F,67,retired,undef,not commuting,586161,-566358,-1.19504e+06
29707,F,22,at home,undef,not commuting,586161,-565052,-1.19457e+06
29708,M,43,working,adminetc,not commuting,586161,-564771,-1.19454e+06
29709,M,19,at home,undef,not commuting,586161,-564771,-1.19454e+06
29710,F,44,working,construction,not commuting,586161,-564771,-1.19454e+06
29711,F,24,at home,undef,not commuting,586161,-565510,-1.19571e+06
29712,F,21,at home,undef,not commuting,586161,-565510,-1.19571e+06
29713,F,5,at home,undef,not commuting,586161,-565510,-1.19571e+06
29714,M,45,at home,undef,not commuting,586161,-565510,-1.19571e+06
29715,M,58,at home,undef,not commuting,586161,-565510,-1.19571e+06
29716,F,43,working,industry,30 to 45 mins,586161,-565510,-1.19571e+06
29717,F,77,retired,undef,not commuting,586161,-566444,-1.19501e+06
29718,M,78,retired,undef,not commuting,586161,-566444,-1.19501e+06
29719,M,28,working,agriculture,not commuting,586161,-564988,-1.19439e+06
29720,F,54,at home,undef,not commuting,586161,-564988,-1.19439e+06
29721,M,26,working,education,not commuting,586161,-564988,-1.19439e+06
29722,F,43,at home,undef,not commuting,586161,-565907,-1.1956e+06
29723,M,45,working,industry,not commuting,586161,-565907,-1.1956e+06
29724,M,22,at home,undef,not commuting,586161,-565907,-1.1956e+06
29725,F,63,retired,undef,not commuting,586161,-566900,-1.19491e+06
29726,M,67,retired,undef,not commuting,586161,-566900,-1.19491e+06
29727,F,72,retired,undef,not commuting,586161,-566313,-1.19502e+06
29728,M,75,retired,undef,not commuting,586161,-566313,-1.19502e+06
29729,F,65,retired,undef,not commuting,586161,-565973,-1.19524e+06
29730,F,45,at home,undef,not commuting,586161,-565681,-1.19493e+06
29731,F,67,retired,undef,not commuting,586161,-565681,-1.19493e+06
29732,M,70,retired,undef,not commuting,586161,-565681,-1.19493e+06
29733,F,56,at home,undef,not commuting,586161,-566341,-1.19544e+06
29734,F,69,retired,undef,not commuting,586161,-565656,-1.19486e+06
29735,F,24,at home,undef,not commuting,586161,-565535,-1.19527e+06
29736,F,45,working,industry,not commuting,586161,-565535,-1.19527e+06
29737,F,28,at home,undef,not commuting,586161,-565535,-1.19527e+06
29738,M,6,student,undef,not commuting,586161,-565535,-1.19527e+06
29739,M,48,working,industry,not commuting,586161,-565535,-1.19527e+06
29740,F,70,retired,undef,not commuting,586161,-566240,-1.1939e+06
29741,M,74,retired,undef,not commuting,586161,-566240,-1.1939e+06
29742,F,68,retired,undef,not commuting,586161,-566558,-1.19546e+06
29743,F,75,retired,undef,not commuting,586161,-566330,-1.19392e+06
29744,M,4,at home,undef,not commuting,586161,-566330,-1.19392e+06
29745,F,9,student,undef,not commuting,586161,-566330,-1.19392e+06
29746,F,39,working,industry,not commuting,586161,-566330,-1.19392e+06
29747,M,37,working,industry,not commuting,586161,-566330,-1.19392e+06
29748,F,52,working,industry,not commuting,586161,-566365,-1.19535e+06
29749,M,31,working,health,not commuting,586161,-566365,-1.19535e+06
29750,M,53,at home,undef,not commuting,586161,-566365,-1.19535e+06
29751,M,49,at home,undef,not commuting,586161,-565022,-1.1947e+06
29752,M,54,at home,undef,not commuting,586161,-566327,-1.19508e+06
29753,F,49,working,construction,not commuting,586161,-566327,-1.19508e+06
29754,F,25,working,industry,15 to 30 min,586161,-566327,-1.19508e+06
29755,M,65,retired,undef,not commuting,586161,-565740,-1.19507e+06
29756,F,60,working,publicsector,15 to 30 min,586161,-565740,-1.19507e+06
29757,M,43,working,industry,15 to 30 min,586161,-564893,-1.19457e+06
29758,F,69,retired,undef,not commuting,586161,-564893,-1.19457e+06
29759,M,27,working,health,not commuting,586161,-567044,-1.19471e+06
29760,F,49,working,tradeandmoto,not commuting,586161,-567044,-1.19471e+06
29761,F,3,at home,undef,not commuting,586161,-565578,-1.19504e+06
29762,F,22,at home,undef,not commuting,586161,-565578,-1.19504e+06
29763,M,29,working,construction,60 to 90 mins,586161,-565578,-1.19504e+06
29764,F,3,at home,undef,not commuting,586161,-565578,-1.19504e+06
29765,F,4,at home,undef,not commuting,586161,-566350,-1.19516e+06
29766,F,29,working,industry,not commuting,586161,-566350,-1.19516e+06
29767,M,31,working,industry,not commuting,586161,-566350,-1.19516e+06
29768,F,1,at home,undef,not commuting,586161,-566350,-1.19516e+06
29769,M,80,retired,undef,not commuting,586161,-565908,-1.19523e+06
29770,F,52,working,tradeandmoto,not commuting,586161,-564844,-1.19459e+06
29771,M,56,working,eatinghousing,not commuting,586161,-564844,-1.19459e+06
29772,F,31,working,industry,not commuting,586161,-564844,-1.19459e+06
29773,F,52,at home,undef,not commuting,586161,-566900,-1.19491e+06
29774,M,56,at home,undef,not commuting,586161,-566900,-1.19491e+06
29775,F,21,at home,undef,not commuting,586161,-566900,-1.19491e+06
29776,M,30,at home,undef,not commuting,586161,-567043,-1.19475e+06
29777,F,68,retired,undef,not commuting,586161,-567043,-1.19475e+06
29778,M,70,retired,undef,not commuting,586161,-567043,-1.19475e+06
29779,F,80,retired,undef,not commuting,586161,-566268,-1.19519e+06
29780,F,62,retired,undef,not commuting,586161,-565655,-1.19579e+06
29781,M,59,at home,undef,not commuting,586161,-565655,-1.19579e+06
29782,M,34,working,industry,not commuting,586161,-565655,-1.19579e+06
29783,M,36,working,industry,not commuting,586161,-565655,-1.19579e+06
29784,M,42,working,tradeandmoto,not commuting,586161,-566611,-1.19506e+06
29785,F,76,retired,undef,not commuting,586161,-566611,-1.19506e+06
29786,M,79,retired,undef,not commuting,586161,-566611,-1.19506e+06
29787,F,67,retired,undef,not commuting,586161,-567330,-1.1942e+06
29788,M,8,student,undef,not commuting,586161,-565389,-1.19512e+06
29789,F,13,student,undef,not commuting,586161,-565389,-1.19512e+06
29790,M,39,working,construction,not commuting,586161,-565389,-1.19512e+06
29791,F,36,working,industry,not commuting,586161,-565389,-1.19512e+06
29792,F,60,retired,undef,not commuting,586161,-566046,-1.19529e+06
29793,F,3,at home,undef,not commuting,586161,-566066,-1.19512e+06
29794,M,13,student,undef,not commuting,586161,-566066,-1.19512e+06
29795,F,13,student,undef,not commuting,586161,-566066,-1.19512e+06
29796,F,40,working,transportation,not commuting,586161,-566066,-1.19512e+06
29797,M,34,working,education,not commuting,586161,-566066,-1.19512e+06
29798,M,6,student,undef,not commuting,586161,-565578,-1.19504e+06
29799,M,48,working,education,45 to 60 mins,586161,-565578,-1.19504e+06
29800,F,12,student,undef,not commuting,586161,-565578,-1.19504e+06
29801,F,41,at home,undef,not commuting,586161,-565578,-1.19504e+06
29802,F,64,retired,undef,not commuting,586161,-564866,-1.19453e+06
29803,M,72,retired,undef,not commuting,586161,-564866,-1.19453e+06
29804,M,51,at home,undef,not commuting,586161,-565807,-1.19501e+06
29805,F,48,at home,undef,not commuting,586161,-565807,-1.19501e+06
29806,F,69,retired,undef,not commuting,586161,-565807,-1.19501e+06
29807,M,69,retired,undef,not commuting,586161,-565807,-1.19501e+06
29808,M,19,at home,undef,not commuting,586161,-565212,-1.19475e+06
29809,F,69,retired,undef,not commuting,586161,-565212,-1.19475e+06
29810,M,45,working,construction,not commuting,586161,-565212,-1.19475e+06
29811,F,45,working,tradeandmoto,not commuting,586161,-565212,-1.19475e+06
29812,M,71,retired,undef,not commuting,586161,-565212,-1.19475e+06
29813,M,22,at home,undef,not commuting,586161,-565212,-1.19475e+06
29814,M,53,working,publicsector,not commuting,586161,-565881,-1.19511e+06
29815,F,28,working,tradeandmoto,not commuting,586161,-566046,-1.19529e+06
29816,F,67,retired,undef,not commuting,586161,-565908,-1.19523e+06
29817,F,72,retired,undef,not commuting,586161,-564969,-1.19469e+06
29818,M,75,retired,undef,not commuting,586161,-564969,-1.19469e+06
29819,F,50,working,construction,not commuting,586161,-566746,-1.19489e+06
29820,M,57,working,it,not commuting,586161,-566746,-1.19489e+06
29821,F,25,at home,undef,not commuting,586161,-566746,-1.19489e+06
29822,F,9,student,undef,not commuting,586161,-565304,-1.19471e+06
29823,F,3,at home,undef,not commuting,586161,-565304,-1.19471e+06
29824,M,35,working,it,not commuting,586161,-565304,-1.19471e+06
29825,F,32,working,industry,15 to 30 min,586161,-565304,-1.19471e+06
